Posting Date,Material,Material Description,Quantity,Amt.in loc.cur.,User Name,Document Header Text
15/01/2025,721/C7691,T4 STARTER MOTOR HARNESS,-1,-4.79,BUTKUSA,DAMAGED - PRODUCTION SUBS
14/01/2025,332/F0839,BATTERY 12V 1000CCA,-2,-136.14,BUTKUSA,Damaged - Post Obay
14/01/2025,333/C6894,IND.FORK 100X45X1070LG GA,-1,-70.12,BUTKUSA,Damaged - Materials INT
14/01/2025,333/G1948,ABI FUEL TANK,-2,-301.36,BUTKUSA,Damaged - Materials INT
14/01/2025,333/H4659,HOSE -10 BSP HP 1630mm B,-1,-16.25,BUTKUSA,Damaged - Post Obay
14/01/2025,334/F2842,LIFT ARM SUPPORT DEVICE (,-1,-12.81,BUTKUSA,Damaged - Post Obay
14/01/2025,335/01201,HOSE TRAY WA,-1,-12.14,BUTKUSA,Damaged - Materials INT
14/01/2025,400/B4114,18M - REGEN,-1,-121.47,BUTKUSA,Damaged - Zone7
14/01/2025,400/K0862,V/BLOCK 5AW AG ELEC,-1,-806.91,BUTKUSA,Damaged - Zone7
14/01/2025,400/M7485,WA RH UNDER BOOM PIPE 14,-1,-143.37,BUTKUSA,Damaged - Materials INT
14/01/2025,400/N4131,WA LH UNDERBOOM PIPE,-1,-73.63,BUTKUSA,Damaged - Materials INT
14/01/2025,400/S1486,REAR COVER MOULDING,-12,"-2,178.36",RAFEEQM,RODUCTION ROTO
14/01/2025,400/U1483,WA-BASE PLATE RM,-11,-783.86,RAFEEQM,PRODUCTION ROTO
14/01/2025,400/X5471,MOTOR 11cc UNI-DIRECT,-4,-561.85,BUTKUSA,Damaged - Zone7
14/01/2025,400/Z8719,WA RH BOOM PIPES 5YJ/K,-1,-101.57,BUTKUSA,Damaged - Materials INT
14/01/2025,401/A0359,WA-REAR STORAGE,-23,"-1,556.87",RAFEEQM,PRODUCTION ROTO
14/01/2025,401/C5486,ABI ENGINE COVER - NO LOGO,-9,"-3,206.93",BUTKUSA,Damaged - Materials INT
14/01/2025,401/C5486,ABI ENGINE COVER - NO LOGO,-2,-712.65,BUTKUSA,Damaged - Post Obay
14/01/2025,401/C5751,ABI ENGINE COVER - NO BADGE,-1,-404.06,BUTKUSA,Damaged - Materials INT
14/01/2025,401/E1271,ABI FUEL TANK,-1,-172.17,BUTKUSA,Damaged - Materials INT
14/01/2025,401/V1020,WA POD BASE 81kW STV - BLACK NO DECAL,-1,-272.68,BUTKUSA,Damaged - Materials INT
14/01/2025,401/V9710,ACCUMULATOR 0.93L 18.6 BA,-1,-39.80,BUTKUSA,Damaged - Zone7
14/01/2025,401/V9718,ACCUMULATOR 0.93L 6.9 BAR,-1,-39.80,BUTKUSA,Damaged - Zone7
14/01/2025,402/Y4731,FUEL TANK ABI,-1,-168.38,BUTKUSA,Damaged - Zone7
14/01/2025,403/B5568,P90 T4F FUEL TANK ABI,-2,-371.10,BUTKUSA,Damaged - Materials INT
14/01/2025,403/C9315,BASE TRAY SUPPORT BEAM,-15,-272.85,RAFEEQM,PRODUCTION ROTO
14/01/2025,561/60371,GA LIFT RAM SRS 110X60,-1,-416.84,BUTKUSA,Damaged - Zone7
14/01/2025,566/60083,GA RAM 140x75 LIFT P427,-1,-646.04,BUTKUSA,Damaged - Post Obay
14/01/2025,566/60089,GA LIFT RAM 140X75 P42( 3 PORT Less CV),-1,-490.84,BUTKUSA,Damaged - Zone7
14/01/2025,729/10629,BATTERY WET 629,-1,-105.06,BUTKUSA,Damaged - Post Obay
14/01/2025,914/60289,PROPSHAFT FRONT,-1,-69.45,BUTKUSA,Damaged - Zone7
13/01/2025,160/A0001,GA AXLE PAIR,-1,"-4,335.62",BUTKUSA,DAMAGED - PRODUCTION SUBS
13/01/2025,320/41678,448-S5--081-12V-L1A-EU,-2,"-8,900.08",BUTKUSA,Damaged - Materials INT
13/01/2025,400/E5128,PLATE-HYD TANK ACCESS PAN,-5,-76.75,RAFEEQM,PRODUCTION ROTO
13/01/2025,400/F4796,WA WASHER BOTTLE MOUNT-RR,-1,-11.56,RAFEEQM,PRODUCTION ROTO
13/01/2025,400/M4150,WA BOOM STRUT,-1,-51.15,RAFEEQM,PRODUCTION ROTO
13/01/2025,400/Y3928,HARNESS INTER BOOM 1 INT,-2,-70.32,RAFEEQM,PRODUCTION ROTO
13/01/2025,402/C4623,WA BATTERY MOUNT,-1,-29.53,RAFEEQM,PRODUCTION ROTO
10/01/2025,11AG/BA288,HOSE -04 BSP PILOT 2880mm,-5,-62.86,HOPKINSTR,Damaged - Materials Int
10/01/2025,160/01791,STEER MODE VALVE/CABLE,-1,-77.37,HOPKINSTR,Damaged - Post Obay
10/01/2025,20/925588,Pump,-1,-396.54,HOPKINSTR,Damaged - Post Obay
10/01/2025,331/39114,LIFT RAM RECESS COVER P69,-1,-23.76,HOPKINSTR,Damaged - Post Obay
10/01/2025,331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-2,-9.12,HOPKINSTR,Damaged - Materials Int
10/01/2025,332/C2279,DRIVE SHAFT REAR,-1,-76.59,HOPKINSTR,Damaged - Materials Int
10/01/2025,332/C2367,PORT ADAPTOR FLANGE,-70,"-1,176.56",HOPKINSTR,Damaged - Materials Int
10/01/2025,332/C9380,PRESSING HOSE TRAY,-1,-11.52,HOPKINSTR,Damaged - Production Subs
10/01/2025,332/D2730,H/BRAKE CABLE PS750,-2,-16.14,HOPKINSTR,Damaged - Production Subs
10/01/2025,332/D3754,ABI AUX-SWAY LEVERS 6l0,-1,-44.32,HOPKINSTR,Damaged - Materials Int
10/01/2025,332/D4450,PIPE - CONNECTOR U,-1,-5.69,HOPKINSTR,Damaged - Post Obay
10/01/2025,332/D7008,HARNESS 510-56 STABILISERS,-1,-4.09,HOPKINSTR,Damaged - Production  Z2
10/01/2025,332/F3925,VARIABLE PUMP - POWER CONTROL,-1,-482.56,HOPKINSTR,Damaged - Production Subs
10/01/2025,333/C1555,ABI COOLING PACK - 81KW,-1,-270.90,HOPKINSTR,Damaged - Production Subs
10/01/2025,333/C3431,ABI EXTEND HBCV,-1,-45.56,HOPKINSTR,Damaged - Production Z7
10/01/2025,333/D0214,HOSE TRANSMISSION OIL 5,-1,-15.99,HOPKINSTR,Damaged - Production Subs
10/01/2025,333/D2218,HOSE AIR CONDITIONING,-1,-19.80,HOPKINSTR,Damaged - Production Subs
10/01/2025,333/X0481,EDGE SEAL-AIR FILTER REAR,-99,-241.26,HOPKINSTR,Damaged - Materials Int
10/01/2025,334/C5693,PO CBV - EXTENSION RAM,-1,-138.32,HOPKINSTR,Damaged - Post Obay
10/01/2025,334/C5693,PO CBV - EXTENSION RAM,-1,-138.32,HOPKINSTR,Damaged - Post Obay
10/01/2025,334/D8272,WASHER BOTTLE BRACKET,-1,-11.16,HOPKINSTR,Damaged - Materials Int
10/01/2025,334/D9781,VACUUM SERVO-175X22.2X61m,-1,-83.52,HOPKINSTR,Damaged - Materials Int
10/01/2025,334/E3265,ISOLATOR SWITCH 12V/24V,-1,-12.30,HOPKINSTR,Damaged - Production  Z2
10/01/2025,334/E8624,HOSE TRAY W.A. 14M,-1,-21.77,HOPKINSTR,Damaged - Production Z7
10/01/2025,334/F2842,LIFT ARM SUPPORT DEVICE (,-2,-25.62,HOPKINSTR,Damaged - Materials Int
10/01/2025,334/F7007,RH SIDE C/WEIGHT P417 (36,-1,-398.93,HOPKINSTR,Damaged - Materials Int
10/01/2025,334/F8061,LIFT ARM SUPPORT DEVICE (,-1,-41.75,HOPKINSTR,Damaged - Post Obay
10/01/2025,334/F8107,LH SIDE C/WEIGHT P417 (36,-1,-398.93,HOPKINSTR,Damaged - Materials Int
10/01/2025,334/F8588,HOSE AIR CON SEF,-1,-10.49,HOPKINSTR,Damaged - Production Subs
10/01/2025,334/G1717,MTG. PLATE CHOCKS,-4,-40.00,HOPKINSTR,Damaged - Post Obay
10/01/2025,335/11583,WA OUTLET PIPE,-1,-20.79,HOPKINSTR,Damaged - Production Subs
10/01/2025,335/12135,WA PUMP OUTLET PIPE,-3,-76.86,HOPKINSTR,Damaged - Production Subs
10/01/2025,346/00500,(P) FUEL FILLER NECK (SEK),-2,-13.42,HOPKINSTR,Damaged - Post Obay
10/01/2025,400/D9251,SA FENDER LH TRIM 5,-1,-17.78,HOPKINSTR,Damaged - Post Obay
10/01/2025,400/F2771,ABI FUEL TANK,-2,-353.90,HOPKINSTR,Damaged - Materials Int
10/01/2025,400/K8975,RH TLTB POD MOULD,-1,-15.95,HOPKINSTR,Damaged - Post Obay
10/01/2025,400/L9209,WA L.H. PIPE,-1,-47.24,HOPKINSTR,Damaged - Materials Int
10/01/2025,400/M7860,WA PIPEWORK L/H,-2,-140.78,HOPKINSTR,Damaged - Materials Int
10/01/2025,400/N4131,WA LH UNDERBOOM PIPE,-1,-73.63,HOPKINSTR,Damaged - Materials Int
10/01/2025,400/N4169,WA RH UNDERBOOM PIPE,-2,-141.14,HOPKINSTR,Damaged - Materials Int
10/01/2025,400/N5253,3 STAGE PUMP,-1,-396.54,HOPKINSTR,Damaged - Production Z7
10/01/2025,400/N5253,3 STAGE PUMP,-1,-396.55,HOPKINSTR,Damaged - Post Obay
10/01/2025,400/P9969,WA POD BASE 81kW STV - BL,-1,-272.43,HOPKINSTR,Damaged - Materials Int
10/01/2025,400/R6020,"PIPE-SUCTION 507, 509 & 5",-1,-13.79,HOPKINSTR,Damaged - Post Obay
10/01/2025,400/V7122,CONTROL VALVE P90 VP,-1,-406.11,HOPKINSTR,Damaged - Production Z7
10/01/2025,400/X5652,HOSE FUEL,-1,-4.88,HOPKINSTR,Damaged - Production Subs
10/01/2025,401/C5486,ABI ENGINE COVER - NO LOGO,-2,-712.65,HOPKINSTR,Damaged - Materials Int
10/01/2025,401/C8565,ACCUMULATOR 0.24ltr 5.0ba,-1,-18.42,HOPKINSTR,Damaged - Post Obay
10/01/2025,401/H3346,ABI ENGINE COVER,-1,-383.00,HOPKINSTR,Damaged - Materials Int
10/01/2025,401/J2990,WA BRAKE ACC BRKT HMH,-1,-10.66,HOPKINSTR,Damaged - Production Subs
10/01/2025,401/L0218,HANDBRAKE LEVER,-3,-137.91,HOPKINSTR,Damaged - Production  Z2
10/01/2025,401/P9267,CONTROL VALVE BLOCK 5AN E,-1,-613.12,HOPKINSTR,Damaged - Post Obay
10/01/2025,401/V9710,ACCUMULATOR 0.93L 18.6 BA,-2,-79.60,HOPKINSTR,Damaged - Production Z7
10/01/2025,401/V9718,ACCUMULATOR 0.93L 6.9 BAR,-2,-79.60,HOPKINSTR,Damaged - Production Z7
10/01/2025,402/D8621,SA FENDER LH CONSTRUCTION,-1,-17.78,HOPKINSTR,Damaged - Post Obay
10/01/2025,402/G7696,WA CARRIAGE 5A2 BLACK,-2,"-1,141.74",HOPKINSTR,Damaged - Materials Int
10/01/2025,402/K4336,HOSE AIR CONDITIONING,-1,-19.74,HOPKINSTR,Damaged - Production Subs
10/01/2025,402/P6059,PILOT VALVE,-1,-115.64,HOPKINSTR,Damaged - Post Obay
10/01/2025,402/P6301,SUCTION PIPE,-2,-36.96,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/U5087,INDUCTION HOSE H2 LDL,-4,-62.97,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/U7804,ABI HOT SIDE CAC HOSE - H,-1,-35.90,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/W6968,WA FUEL DOOR SENSOR MOUNT,-6,-55.56,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/X3215,SUPPORT PRESSING,-32,-109.44,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/Y9796,WA-STEP TREAD,-5,-104.85,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/Z1439,WA CAB FASTENER MOUNTS,-11,-58.96,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/Z2459,BONDING LEAD M10-M10 1700,-6,-39.60,HOPKINSTR,Damaged - Materials Int
10/01/2025,402/Z3782,WA BRACE PLATE,-7,-73.29,HOPKINSTR,Damaged - Materials Int
10/01/2025,403/B3352,ABI CPK ST5 112-129kW DTV,-2,-126.12,HOPKINSTR,Damaged - Materials Int
10/01/2025,403/F6676,ACCUMULATOR MOUNT BRACKET,-30,-74.40,HOPKINSTR,Damaged - Materials Int
10/01/2025,403/H0273,WA TRAILER BRAKE VALVE MT,-1,-17.15,HOPKINSTR,Damaged - Materials Int
10/01/2025,403/H3027,WA FUEL FILL DOOR H2,-8,-81.04,HOPKINSTR,Damaged - Materials Int
10/01/2025,403/J0672,PRESSING REAR COVER S/GRE,-1,-26.66,HOPKINSTR,Damaged - Post Obay
10/01/2025,403/M5371,WA HOSE GUIDE ENGINE,-37,-451.03,HOPKINSTR,Damaged - Materials Int
10/01/2025,403/N2937,ABI HBCV LIFT RAM,-2,-517.51,HOPKINSTR,Damaged - Production Z7
10/01/2025,403/P0128,WA RH MIRROR ARM BRACKET,-26,-194.48,HOPKINSTR,Damaged - Materials Int
10/01/2025,556/60591,GA RAM EXT 70 X 50 DAMPED *COLLAR*,-1,-457.59,HOPKINSTR,Damaged - Production Z7
10/01/2025,559/60304,GA RAM INNER EXT 100 x 60 *SPACER*,-1,-942.89,HOPKINSTR,Damaged - Production Z7
10/01/2025,559/60311,GA OUT EXTN RAM 100X60 *SPACER*,-1,-887.47,HOPKINSTR,Damaged - Production Z7
10/01/2025,561/60206,GA RAM SWAY 532 110X50,-1,-305.56,HOPKINSTR,Damaged - Production Z7
10/01/2025,561/60371,GA LIFT RAM SRS 110X60,-2,-833.68,HOPKINSTR,Damaged - Production Z7
10/01/2025,614/05000,HOSE,-1,-6.06,HOPKINSTR,Damaged - Post Obay
10/01/2025,614/24800,HOSE 5/8BSP 1000mm,-1,-7.88,HOPKINSTR,Damaged - Post Obay
10/01/2025,649/52169,Hose Air Condition,-1,-23.36,HOPKINSTR,Damaged - Production Subs
10/01/2025,718/E0210,GRID HEATER +VE,-14,-67.06,HOPKINSTR,Damaged - Production Subs
10/01/2025,718/T5202,LEAD NEG M10-BATT 300MM 9,-7,-84.00,HOPKINSTR,Damaged - Materials Int
10/01/2025,718/T5203,LEAD NEG M10-M10 400MM 95,-7,-76.86,HOPKINSTR,Damaged - Materials Int
10/01/2025,718/T5205,BONDING LEAD M10-M6 1200M,-11,-47.74,HOPKINSTR,Damaged - Materials Int
10/01/2025,718/T5207,BONDING LEAD M10-M10 550M,-1,-3.40,HOPKINSTR,Damaged - Materials Int
10/01/2025,721/B9007,CHASSIS HARNESS,-3,"-1,444.54",HOPKINSTR,Damaged - Materials Int
10/01/2025,721/B9150,TANK POD HARNESS,-1,-47.89,HOPKINSTR,Damaged - Materials Int
10/01/2025,728/G5767,CM2723 ECU,-1,-66.44,HOPKINSTR,Damaged - Production  Z2
08/01/2025,26AG/EF066,HOSE -16 BSP LP 660mm C,-1,-20.05,HOPKINSTR,Damaged - Materials Int
08/01/2025,31AG/BA060,HOSE 1/4 BSP HP 600mm B,-1,-6.11,HOPKINSTR,Damaged - Materials Int
08/01/2025,31AG/CN074,Hose -1/4 BSP HP 740mm C,-1,-6.14,HOPKINSTR,Damaged - Materials Int
08/01/2025,31AG/CU084,Hose -04 BSP HP 840mm C,-1,-5.75,HOPKINSTR,Damaged - Materials Int
08/01/2025,32AG/AA185,HOSE - 06 BSP HP 1850mm A,-1,-9.33,HOPKINSTR,Damaged - Materials Int
08/01/2025,32AG/BA058,HOSE -06 BSP HP 580mm B,-2,-9.82,HOPKINSTR,Damaged - Materials Int
08/01/2025,32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,-9.25,HOPKINSTR,Damaged - Materials Int
08/01/2025,32AG/DA158,HOSE-06 BSP HP 1580mm B,-3,-22.59,HOPKINSTR,Damaged - Materials Int
08/01/2025,332/G2546,1/4 BSP HOSE 1200m,-1,-4.66,HOPKINSTR,Damaged - Materials Int
08/01/2025,333/C5864,MACHINED OUTER BOOM 536-70,-1,-814.44,HEATHC,P76 Outer Boom Weld
08/01/2025,333/E2508,HOSE - 08 BSP HP 760mm B,-1,-6.25,HOPKINSTR,Damaged - Materials Int
08/01/2025,333/H2735,HOSE -10 BSP HP 450mm B,-1,-8.15,HOPKINSTR,Damaged - Materials Int
08/01/2025,333/H2735,HOSE -10 BSP HP 450mm B,-1,-8.15,HOPKINSTR,Damaged - Materials Int
08/01/2025,333/P7936,HOSE 04 BSP HP 820mm B,-1,-4.04,HOPKINSTR,Damaged - Materials Int
08/01/2025,611/26500,"HOSE 1/4"" BSP 650mm",-3,-10.69,HOPKINSTR,Damaged - Materials Int
08/01/2025,612/34400,(W) (Pre-P)-HOSE 3/8BSP 1550mm,-1,-5.83,HOPKINSTR,Damaged - Materials Int
08/01/2025,613/80089,HOSE,-1,-10.06,HOPKINSTR,Damaged - Materials Int
08/01/2025,649/51356,1/4BSP BSP SERVO HOSE,-1,-3.11,HOPKINSTR,Damaged - Materials Int
07/01/2025,20/925588,Pump,-1,-396.55,HOPKINSTR,Damaged - Production Subs
07/01/2025,25/207300,CHECK VALVE (E6B060Z - 340 - N409),-1,-35.16,HOPKINSTR,Damaged - Materials Int
07/01/2025,31AG/BA036,HOSE -04 BSP HP 360mm B,-6,-26.87,HOPKINSTR,Damaged - Materials Int
07/01/2025,31AG/BA070,(P) HOSE 1/4 BSP HP 700mm B (P493D),-1,-6.29,HOPKINSTR,Damaged - Materials Int
07/01/2025,320/A8521,128cc A/C Compressor,-1,-75.60,HOPKINSTR,Damaged - Production Subs
07/01/2025,320/B4595,56+KW CAC,-1,-43.72,HOPKINSTR,Damaged - Production Subs
07/01/2025,32AG/BA200,HOSE -06 BSP HP 2000mm B,-1,-9.25,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/C2056,GA HOSE 640MM LONG,-1,-5.75,HOPKINSTR,Damaged - Production Subs
07/01/2025,332/C2279,DRIVE SHAFT REAR,-1,-76.59,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/D3754,ABI AUX-SWAY LEVERS 6l0,-1,-44.32,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/D7008,HARNESS 510-56 STABILISERS,-1,-4.09,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/E3413,400 SERIES AIR FILTER,-1,-30.77,HOPKINSTR,Damaged - Production Z7
07/01/2025,332/E9000,CONDENSOR TIII MECH ENG,-1,-60.48,HOPKINSTR,Damaged - Production Subs
07/01/2025,332/F2440,BOOM GUARD,-2,-3.04,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/F5436,GA FUEL TANK ABI,-2,-239.42,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/F6578,HOSE 3/8 BLKHD-90 4100,-2,-35.37,HOPKINSTR,Damaged - Production  Z2
07/01/2025,332/F8613,RH BULKHEAD PLATE WA,-1,-1.43,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/F8898,AIR FILTER AIR FIL,-2,-64.27,HOPKINSTR,Damaged - Production Subs
07/01/2025,332/H5331,SWAY VALVE,-1,-100.04,HOPKINSTR,Damaged - Materials Int
07/01/2025,332/H9733,SEAL BONNET,-1,-7.48,HOPKINSTR,Damaged - Production Z7
07/01/2025,333/C2111,HOSE AIR CONDITIONING,-1,-7.36,HOPKINSTR,Damaged - Production Subs
07/01/2025,333/C3780,(W) (P) COVER POD BASE FRONT,-1,-1.36,HOPKINSTR,Damaged - Production Z7
07/01/2025,333/C4702,WA LH HOSE MNTG BRKT,-1,-2.34,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/C5123,HOSE AIR CONDITIONING,-1,-11.52,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/C6980,STEER MODE VALVE,-1,-84.27,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/C8810,REAR CAB INFILL PANEL,-1,-7.63,HOPKINSTR,Damaged - Production Z7
07/01/2025,333/C8810,REAR CAB INFILL PANEL,-2,-15.26,HOPKINSTR,Damaged - Production Z7
07/01/2025,333/D2218,HOSE AIR CONDITIONING,-1,-19.80,HOPKINSTR,Damaged - Production Subs
07/01/2025,333/D8766,AIR FILTER,-1,-30.88,HOPKINSTR,Damaged - Production Subs
07/01/2025,333/D9037,WA FUEL TANK SUPPORT,-5,-16.40,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/D9403,2B2NTERBALANCE VALVE - DUAL,-1,-176.57,HOPKINSTR,Damaged - Production Z7
07/01/2025,333/D9659,PRESSING PIPE MOUNT,-1,-1.49,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/E8854,SA E-CHAIN - 5AX,-1,-81.75,HOPKINSTR,Damaged - Production Subs
07/01/2025,333/F5245,HOSE -10 BSP HP 290mm B,-1,-10.99,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/F5273,"-10 QUICK LOK -7/8""UNF -",-1,-2.63,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/F5273,"-10 QUICK LOK -7/8""UNF -",-1,-2.63,HOPKINSTR,Damaged - Materials Int
07/01/2025,333/G5384,SWAY LEVEL INDICATOR BAR,-3,-5.01,HOPKINSTR,Damaged - Production Z7
07/01/2025,333/G5583,(W) (P) WA SWAY LEVEL INDICATOR,-1,-3.42,HOPKINSTR,Damaged - Production Z7
07/01/2025,334/C0754,(W) (P) ORLACO DISPLAY SCREEN (P561),-1,-204.92,HOPKINSTR,Damaged - Production Z7
07/01/2025,334/C5817,SA HOSE 2050MM ORANGE,-5,-31.18,HOPKINSTR,Damaged - Materials Int
07/01/2025,334/D2744,WL-12V CLOSE RANGE ULTRA STANDING,-1,-7.98,HOPKINSTR,Damaged - Materials Int
07/01/2025,334/E3265,ISOLATOR SWITCH 12V/24V,-2,-24.60,HOPKINSTR,Damaged - Production  Z2
07/01/2025,334/F1710,WA REAR SIDE PRESSING,-5,-53.55,HOPKINSTR,Damaged - Production Z7
07/01/2025,334/F3716,FLOOR MAT - FRONT PANEL,-1,-11.46,HOPKINSTR,Damaged - Post Obay
07/01/2025,334/F8588,HOSE AIR CON SEF,-2,-20.98,HOPKINSTR,Damaged - Production Subs
07/01/2025,334/G1819,(P) FUEL FILLER MOULDING,-3,-22.86,HOPKINSTR,Damaged - Materials Int
07/01/2025,335/06991,WA SIDE PANEL,-1,-49.62,HOPKINSTR,Damaged - Production Z7
07/01/2025,335/12250,WA BELLY PLATE MTG BRKT,-1,-5.77,HOPKINSTR,Damaged - Production Z7
07/01/2025,33AG/GA060,HOSE -08 BSP HP 600mm B,-1,-19.43,HOPKINSTR,Damaged - Materials Int
07/01/2025,346/00500,(P) FUEL FILLER NECK (SEK),-1,-6.71,HOPKINSTR,Damaged - Production  Z2
07/01/2025,346/00500,(P) FUEL FILLER NECK (SEK),-2,-13.42,HOPKINSTR,Damaged - Materials Int
07/01/2025,34AG/BA044,HOSE - 10 BSP HP 440mm B,-1,-8.56,HOPKINSTR,Damaged - Materials Int
07/01/2025,400/B2675,OUTER HOSE -06 BSP HP 455,-1,-56.08,HOPKINSTR,Damaged - Production Subs
07/01/2025,400/C2934,PRESSING SWAY INDICATOR P,-21,-56.91,HOPKINSTR,Damaged - Production Z7
07/01/2025,400/M4447,WA CHASSIS LIFT PIPE RH,-1,-195.46,HOPKINSTR,Damaged - Production  Z2
07/01/2025,400/M7485,WA RH UNDER BOOM PIPE 14,-1,-143.37,HOPKINSTR,Damaged - Materials Int
07/01/2025,400/N4169,WA RH UNDERBOOM PIPE,-2,-141.14,HOPKINSTR,Damaged - Materials Int
07/01/2025,400/P5873,CHAIN ROLLER PIVOT PIN WA,-1,-5.28,HOPKINSTR,Damaged - Materials Int
07/01/2025,400/T1904,SA HOSE-04 BSP HP 1400mm,-1,-6.69,HOPKINSTR,Damaged - Materials Int
07/01/2025,400/Z6049,ABI BOTTOM HOSE ST5 81kW,-3,-42.78,HOPKINSTR,Damaged - Materials Int
07/01/2025,400/Z7296,WA BRACKET EBS SOCKET ATB,-5,-28.90,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/A5247,WA LH UNDER BOOM PIPE 14,-2,-266.72,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/C2534,WA SIDE PANEL POD SIDE,-12,-443.52,HOPKINSTR,Damaged - Production Z7
07/01/2025,401/C5751,ABI ENGINE COVER - NO BADGE,-1,-404.06,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/C5800,ABI ENGINE COVER - BADGE,-3,"-1,229.28",HOPKINSTR,Damaged - Materials Int
07/01/2025,401/D0337,AUX PIPE WA,-1,-33.23,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/E1271,ABI FUEL TANK,-2,-344.34,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/J2990,WA BRAKE ACC BRKT HMH,-1,-10.66,HOPKINSTR,Damaged - Production Subs
07/01/2025,401/N2967,(P) SA HOSE -06 440mm B BLUE (P493D),-2,-11.43,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/N3052,(P) SA HOSE -06 480mm B GREY (P493D),-3,-15.96,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/N3055,(P) SA HOSE -06 500mm PURPLE (P493D),-1,-5.36,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/P6349,WA HEADER TANK BRACKET,-1,-9.39,HOPKINSTR,Damaged - Materials Int
07/01/2025,401/R5698,HOSE - AC NO.10 C/L - 143,-1,-18.62,HOPKINSTR,Damaged - Production Subs
07/01/2025,402/D0649,CAB MOUNT DAMP FR/LH 5Y P,-1,-28.39,HOPKINSTR,Damaged - Materials Int
07/01/2025,402/G7358,ABI HOT SIDE CAC HOSE,-1,-37.42,HOPKINSTR,Damaged - Materials Int
07/01/2025,402/J4978,WA 55KW - SEF SEAL PLATE,-1,-42.04,HOPKINSTR,Damaged - Production Subs
07/01/2025,402/M5836,POPPET VALVE ASSY,-5,-141.31,HOPKINSTR,Damaged - Materials Int
07/01/2025,402/U0506,WA POD BASE 97+kW STV - B,-1,-339.87,HOPKINSTR,Damaged - Post Obay
07/01/2025,403/F0928,BULKHEAD PLATE,-1,-4.37,HOPKINSTR,Damaged - Materials Int
07/01/2025,403/T5042,ABI BANCO RAD,-1,-149.36,HOPKINSTR,Damaged - Production Subs
07/01/2025,561/60234,GA RAM RAS LH 110x50 (P90 507 509 510),-2,-675.28,HOPKINSTR,Damaged - Production Z7
07/01/2025,561/60235,GA RAM RAS RH 110x50 (P90 507 509 510),-2,-676.90,HOPKINSTR,Damaged - Production Z7
07/01/2025,561/60236,GA RAM SWAY 110X50 (P90),-2,-587.36,HOPKINSTR,Damaged - Production Z7
07/01/2025,565/60117,GA RAM LIFT 130 x 75 (P90),-5,"-2,673.55",HOPKINSTR,Damaged - Production Z7
07/01/2025,572/60052,GA RAM LIFT 160 X 90 ( LIFT P421 BB),-1,-816.62,HOPKINSTR,Damaged - Production Z7
07/01/2025,611/27900,HOSE 1/4BSP 430mm,-4,-14.86,HOPKINSTR,Damaged - Materials Int
07/01/2025,611/80290,1/4 HOSE 720mm LONG,-1,-4.66,HOPKINSTR,Damaged - Materials Int
07/01/2025,612/26700,HOSE 3/8BSP 790mm,-1,-3.99,HOPKINSTR,Damaged - Materials Int
07/01/2025,612/33900,HOSE 3/8BSP 2500mm,-1,-7.44,HOPKINSTR,Damaged - Materials Int
07/01/2025,612/33900,HOSE 3/8BSP 2500mm,-1,-7.44,HOPKINSTR,Damaged - Materials Int
07/01/2025,612/80096,Hose,-1,-5.46,HOPKINSTR,Damaged - Materials Int
07/01/2025,613/20700,HOSE 1/2BSP 1130mm,-1,-6.11,HOPKINSTR,Damaged - Production  Z2
07/01/2025,613/31900,HOSE 1/2BSP 620mm,-1,-4.71,HOPKINSTR,Damaged - Materials Int
07/01/2025,613/80000,Hose 1/2 BSP 1980,-1,-11.57,HOPKINSTR,Damaged - Materials Int
